1.0,1.0,5.0,0.0,1382.0,4.0,15.0,2.0,181.0,1.0,2.0,0.0,2.0,2,3,0,0,1,1,0,3,1,0,0,0,0,3,0,0,1,5,1,3,0,0,2,0,1,0,0
2.0,0.0,44.0,1.0,102.0,8.0,2.0,2.0,4.0,1.0,1.0,0.0,4.0,2,14,10,12,1,3,0,1,1,0,0,13,0,1,23,14,2,17,1,2,12,0,2,16,1,8,0
2.0,0.0,1.0,14.0,767.0,89.0,4.0,2.0,245.0,1.0,3.0,3.0,45.0,0,8,4,1,1,1,0,1,1,1,0,4,0,2,0,4,6,0,0,0,5,1,2,1,0,0,0
0.0,600.0,0.0,0.0,4392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,15,0,0,1,3,0,1,1,12,5,0,6,2,0,0,7,0,0,0,0,0,2,7,0,0,0
3.0,-1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,4,28,0,4,1,4,0,1,1,0,0,0,0,3,0,16,7,0,0,0,15,0,1,5,0,0,0
0.0,-1.0,0.0,0.0,12824.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1,0,0,0,3,5,0,1,1,1,0,0,0,2,0,0,5,0,0,0,0,4,4,0,0,0,0
0.0,1.0,2.0,0.0,3168.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,3,3,0,1,1,1,0,0,0,2,0,0,5,0,0,0,0,0,9,0,0,0,0
1.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2,15,0,0,0,4,3,3,1,0,0,0,2,2,0,0,1,0,0,0,0,0,1,7,0,0,1
0.0,44.0,4.0,8.0,19010.0,249.0,28.0,31.0,141.0,0.0,1.0,0.0,8.0,1,4,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0
0.0,35.0,0.0,1.0,33737.0,21.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,1,0,0,0,1,0,0,1,1,0,5,0,6,2,0,0,3,0,0,0,0,0,1,0,0,0,0
0.0,2.0,100.0,0.0,56770.0,0.0,0.0,5.0,65.0,0.0,0.0,0.0,2.0,1,35,0,0,1,1,0,1,2,1,0,0,0,1,0,0,5,0,1,2,0,0,2,0,3,0,0
0.0,6.0,6.0,6.0,421.0,109.0,1.0,7.0,107.0,0.0,1.0,0.0,6.0,1,0,0,0,2,0,0,1,1,1,0,0,0,2,0,0,3,0,0,0,0,0,1,0,0,0,0
0.0,-1.0,0.0,0.0,1465.0,0.0,17.0,0.0,4.0,0.0,4.0,0.0,0.0,13,1,0,13,1,3,15,3,1,0,11,0,14,2,0,15,1,42,0,0,14,0,1,5,0,0,1
0.0,2.0,11.0,5.0,10262.0,34.0,2.0,4.0,5.0,0.0,1.0,0.0,5.0,5,6,0,0,1,0,0,0,1,0,3,0,4,3,27,0,2,3,0,1,0,0,1,0,6,0,1
0.0,51.0,84.0,4.0,3633.0,26.0,1.0,4.0,8.0,0.0,1.0,0.0,4.0,3,3,0,0,5,4,0,1,1,0,0,0,0,3,0,0,4,0,1,3,0,0,8,0,1,0,0
0.0,2.0,1.0,18.0,20255.0,0.0,0.0,1.0,500.0,0.0,0.0,0.0,20.0,1,0,0,0,2,1,0,8,1,1,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0
1.0,600.0,0.0,2.0,105.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,2,10,0,0,3,1,0,1,1,1,0,0,0,2,0,0,3,15,1,3,0,0,1,0,2,12,1
0.0,1.0,0.0,0.0,16597.0,500.0,3.0,5.0,123.0,0.0,1.0,0.0,1.0,4,0,3,2,2,2,0,1,1,0,0,3,0,1,0,3,1,0,0,0,3,1,1,2,0,0,0
0.0,24.0,4.0,2.0,2056.0,12.0,6.0,10.0,83.0,0.0,1.0,0.0,2.0,1,14,0,0,4,2,0,4,1,0,12,0,13,3,0,0,1,17,1,3,0,0,1,0,3,0,0
7.0,102.0,0.0,3.0,780.0,15.0,7.0,15.0,15.0,1.0,1.0,0.0,3.0,0,0,0,0,2,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,47.0,0.0,0.0,6399.0,38.0,19.0,10.0,143.0,0.0,10.0,0.0,6.0,0,1,0,0,1,1,0,2,1,1,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,1
0.0,1.0,80.0,0.0,1848.0,287.0,1.0,4.0,46.0,0.0,1.0,0.0,4.0,1,2,0,0,1,1,4,1,1,1,0,0,8,2,2,0,3,1,0,1,0,0,1,0,1,0,0
0.0,0.0,14.0,6.0,7132.0,171.0,2.0,2.0,6.0,0.0,1.0,0.0,6.0,1,1,0,0,1,2,0,2,1,10,0,0,10,1,0,0,2,0,0,0,0,0,2,3,0,0,0
0.0,9.0,9.0,17.0,11774.0,0.0,0.0,23.0,128.0,0.0,0.0,0.0,17.0,1,9,0,0,1,1,0,1,1,0,0,0,0,2,28,0,7,29,0,0,0,0,7,12,0,0,0
0.0,1.0,2.0,0.0,6190.0,84.0,1.0,27.0,71.0,0.0,1.0,0.0,0.0,3,36,1,1,1,1,0,1,1,0,0,1,0,2,0,1,3,0,0,0,1,2,2,1,0,0,0
0.0,4.0,16.0,0.0,5925.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3,2,0,0,1,0,0,1,1,0,10,0,16,5,0,0,2,1,0,1,0,0,1,4,1,1,0
0.0,1.0,20.0,16.0,1548.0,93.0,42.0,32.0,500.0,0.0,10.0,1.0,16.0,4,13,0,0,1,1,1,3,1,7,1,0,1,2,0,0,8,11,1,1,0,0,1,0,9,0,1
0.0,20.0,2.0,2.0,7188.0,170.0,2.0,3.0,24.0,0.0,2.0,0.0,2.0,2,1,0,0,2,1,0,1,1,0,0,0,0,2,0,0,4,0,0,0,0,0,2,0,0,0,1
